UMAP1,UMAP2,label,time_bin,sample_index,speaker_id,gender
12.222887992858887,-1.8366917371749878,0,0,0,9,male
13.524221420288086,-4.773651599884033,0,1,0,9,male
13.358281135559082,-5.202019214630127,0,2,0,9,male
13.30457878112793,-5.052175998687744,0,3,0,9,male
14.001426696777344,-6.229943752288818,0,4,0,9,male
13.045564651489258,-2.025891065597534,0,5,0,9,male
12.620767593383789,1.3529714345932007,0,6,0,9,male
10.489633560180664,4.395124912261963,0,7,0,9,male
5.931358337402344,4.291137218475342,0,8,0,9,male
1.5512844324111938,2.426616668701172,0,9,0,9,male
12.195106506347656,-2.00543475151062,0,0,1,9,male
13.725750923156738,-5.650330066680908,0,1,1,9,male
13.177892684936523,-5.1604719161987305,0,2,1,9,male
12.767271995544434,-4.841688632965088,0,3,1,9,male
11.897790908813477,-3.7699437141418457,0,4,1,9,male
11.51439380645752,-1.8398393392562866,0,5,1,9,male
11.546809196472168,1.2101410627365112,0,6,1,9,male
10.062085151672363,4.162415504455566,0,7,1,9,male
5.2858805656433105,3.9167823791503906,0,8,1,9,male
0.6682223081588745,1.506913661956787,0,9,1,9,male
12.300093650817871,-1.9223741292953491,0,0,2,9,male
13.86789608001709,-5.67479133605957,0,1,2,9,male
13.221273422241211,-5.155941963195801,0,2,2,9,male
12.963115692138672,-4.944352626800537,0,3,2,9,male
12.616422653198242,-3.947430372238159,0,4,2,9,male
12.116350173950195,-1.0357075929641724,0,5,2,9,male
10.492307662963867,2.4861903190612793,0,6,2,9,male
6.737362861633301,4.067253589630127,0,7,2,9,male
2.399869918823242,3.093851089477539,0,8,2,9,male
-1.6144332885742188,-0.08962657302618027,0,9,2,9,male
13.774507522583008,9.796565055847168,0,0,3,2,female
15.464652061462402,11.883708953857422,0,1,3,2,female
14.391575813293457,14.65625,0,2,3,2,female
14.101333618164062,14.49378776550293,0,3,3,2,female
16.540592193603516,11.26149845123291,0,4,3,2,female
14.731391906738281,9.970277786254883,0,5,3,2,female
12.73867130279541,9.498390197753906,0,6,3,2,female
10.608903884887695,8.153160095214844,0,7,3,2,female
6.9829816818237305,7.413914203643799,0,8,3,2,female
2.931736707687378,4.990813732147217,0,9,3,2,female
10.635743141174316,0.49925050139427185,0,0,4,7,male
10.272624015808105,-3.783155679702759,0,1,4,7,male
10.77509593963623,-6.319180965423584,0,2,4,7,male
10.968953132629395,-6.467785835266113,0,3,4,7,male
10.898833274841309,-4.638552188873291,0,4,4,7,male
11.971779823303223,-1.9015552997589111,0,5,4,7,male
12.077119827270508,0.7949986457824707,0,6,4,7,male
9.640278816223145,3.9140851497650146,0,7,4,7,male
5.318586826324463,3.8165123462677,0,8,4,7,male
0.848632276058197,1.4134175777435303,0,9,4,7,male
9.203089714050293,2.2848589420318604,0,0,5,7,male
10.376880645751953,-1.2404365539550781,0,1,5,7,male
11.107719421386719,-5.874002933502197,0,2,5,7,male
11.140952110290527,-6.420716762542725,0,3,5,7,male
10.4236478805542,-6.074066162109375,0,4,5,7,male
13.096516609191895,-3.4236583709716797,0,5,5,7,male
13.670055389404297,-1.1380027532577515,0,6,5,7,male
12.905988693237305,2.5701987743377686,0,7,5,7,male
9.216611862182617,7.442360877990723,0,8,5,7,male
4.2578935623168945,5.74594259262085,0,9,5,7,male
10.788250923156738,10.809622764587402,0,0,6,2,female
13.662976264953613,12.883648872375488,0,1,6,2,female
14.387835502624512,14.762539863586426,0,2,6,2,female
14.155208587646484,14.613036155700684,0,3,6,2,female
16.43168830871582,11.261430740356445,0,4,6,2,female
14.618082046508789,9.912440299987793,0,5,6,2,female
