UMAP1,UMAP2,label,time_bin,sample_index,speaker_id,gender
10.366453170776367,4.860401153564453,0,0,0,9,male
12.186243057250977,4.736380100250244,0,1,0,9,male
13.426989555358887,4.539954662322998,0,2,0,9,male
13.91179084777832,4.449812412261963,0,3,0,9,male
14.141545295715332,4.3002753257751465,0,4,0,9,male
13.870378494262695,4.2509765625,0,5,0,9,male
13.236594200134277,4.358597755432129,0,6,0,9,male
12.50472354888916,4.721956729888916,0,7,0,9,male
11.85283088684082,5.112293243408203,0,8,0,9,male
11.936473846435547,5.265970706939697,0,9,0,9,male
12.742104530334473,5.331875324249268,0,10,0,9,male
13.79652214050293,5.031421184539795,0,11,0,9,male
15.56924057006836,6.146004676818848,0,12,0,9,male
16.90129280090332,6.566519737243652,0,13,0,9,male
17.173416137695312,6.75343132019043,0,14,0,9,male
17.222698211669922,6.702809810638428,0,15,0,9,male
17.07436180114746,6.6193084716796875,0,16,0,9,male
16.922985076904297,6.451981067657471,0,17,0,9,male
16.77278709411621,6.301125526428223,0,18,0,9,male
16.585142135620117,6.1787872314453125,0,19,0,9,male
16.469358444213867,6.17765474319458,0,20,0,9,male
16.042518615722656,6.253990173339844,0,21,0,9,male
15.808394432067871,6.546512603759766,0,22,0,9,male
15.651259422302246,6.717717170715332,0,23,0,9,male
15.45542049407959,6.715290069580078,0,24,0,9,male
15.151122093200684,6.937264442443848,0,25,0,9,male
15.334423065185547,6.817074298858643,0,26,0,9,male
15.286215782165527,7.066181182861328,0,27,0,9,male
15.234334945678711,7.0320658683776855,0,28,0,9,male
15.188261032104492,6.6845479011535645,0,29,0,9,male
15.083430290222168,6.499981880187988,0,30,0,9,male
14.847047805786133,6.394777774810791,0,31,0,9,male
14.843565940856934,6.352365016937256,0,32,0,9,male
14.843990325927734,6.46588659286499,0,33,0,9,male
14.890745162963867,6.514044284820557,0,34,0,9,male
14.882729530334473,6.53818416595459,0,35,0,9,male
14.9962797164917,6.502216339111328,0,36,0,9,male
14.929875373840332,6.488804340362549,0,37,0,9,male
14.796469688415527,6.3826704025268555,0,38,0,9,male
14.654497146606445,6.525805950164795,0,39,0,9,male
14.514028549194336,6.905405044555664,0,40,0,9,male
14.354204177856445,6.908876419067383,0,41,0,9,male
14.169625282287598,7.111605167388916,0,42,0,9,male
14.160158157348633,7.024952411651611,0,43,0,9,male
14.086491584777832,6.964127540588379,0,44,0,9,male
14.064308166503906,7.047180652618408,0,45,0,9,male
13.868449211120605,7.1774139404296875,0,46,0,9,male
13.807953834533691,7.197090148925781,0,47,0,9,male
13.530484199523926,7.46475887298584,0,48,0,9,male
13.241562843322754,7.543437957763672,0,49,0,9,male
12.719534873962402,7.878005504608154,0,50,0,9,male
12.156031608581543,8.130834579467773,0,51,0,9,male
11.616434097290039,8.083202362060547,0,52,0,9,male
7.545189380645752,7.732992649078369,0,53,0,9,male
6.48237419128418,7.395678520202637,0,54,0,9,male
3.0725252628326416,6.730244159698486,0,55,0,9,male
4.144582748413086,6.277192115783691,0,56,0,9,male
4.224338054656982,6.152144908905029,0,57,0,9,male
3.003042221069336,3.5176613330841064,0,58,0,9,male
