UMAP1,UMAP2,UMAP3,label,time_bin,sample_index,speaker_id,gender
5.718489170074463,-5.846757411956787,-0.6973271369934082,0,0,0,9,male
5.387393951416016,-5.200642108917236,0.816870391368866,0,1,0,9,male
5.206549644470215,-4.8309645652771,0.7191663384437561,0,2,0,9,male
5.254678726196289,-4.710778713226318,1.1324710845947266,0,3,0,9,male
5.360782146453857,-4.671487808227539,1.4312171936035156,0,4,0,9,male
5.7113938331604,-4.532644748687744,1.9191465377807617,0,5,0,9,male
5.556977272033691,-4.427316665649414,2.1554245948791504,0,6,0,9,male
5.374742031097412,-4.278569221496582,2.4378321170806885,0,7,0,9,male
5.4232611656188965,-4.222429275512695,2.5322935581207275,0,8,0,9,male
5.704782009124756,-4.241662502288818,2.541516065597534,0,9,0,9,male
5.946831703186035,-4.234655380249023,2.578569173812866,0,10,0,9,male
6.191332817077637,-4.113368988037109,3.2318763732910156,0,11,0,9,male
6.463656425476074,-4.030143737792969,3.51002836227417,0,12,0,9,male
6.971753120422363,-3.778451919555664,3.595728874206543,0,13,0,9,male
6.97200345993042,-3.6866660118103027,3.6462841033935547,0,14,0,9,male
6.842386245727539,-3.785343885421753,3.7165534496307373,0,15,0,9,male
6.943417072296143,-3.456909656524658,4.061511993408203,0,16,0,9,male
7.398990631103516,-3.199688673019409,4.477031230926514,0,17,0,9,male
7.850330352783203,-2.6958529949188232,4.550097465515137,0,18,0,9,male
7.792419910430908,-2.838585376739502,3.9561331272125244,0,19,0,9,male
7.146468639373779,-3.174994468688965,3.76234769821167,0,20,0,9,male
7.069639682769775,-3.3591225147247314,3.908442735671997,0,21,0,9,male
7.156431674957275,-3.1912481784820557,4.149874687194824,0,22,0,9,male
7.742232799530029,-3.2563364505767822,4.3217597007751465,0,23,0,9,male
6.883397102355957,-2.59538197517395,4.147077560424805,0,24,0,9,male
6.962151527404785,-2.5611205101013184,4.3343963623046875,0,25,0,9,male
7.1184000968933105,-2.38784122467041,4.54630184173584,0,26,0,9,male
7.485578536987305,-2.531261920928955,4.3273539543151855,0,27,0,9,male
7.4412689208984375,-2.7728185653686523,3.9418835639953613,0,28,0,9,male
6.965332508087158,-3.0758445262908936,3.783623218536377,0,29,0,9,male
6.899901390075684,-3.0718722343444824,3.8879048824310303,0,30,0,9,male
7.118114948272705,-2.9038429260253906,3.851879596710205,0,31,0,9,male
7.114889621734619,-2.828462839126587,3.6055715084075928,0,32,0,9,male
6.802246570587158,-2.7572362422943115,3.7192976474761963,0,33,0,9,male
6.851390361785889,-2.8055927753448486,4.0852460861206055,0,34,0,9,male
6.932140827178955,-2.7517011165618896,4.188056468963623,0,35,0,9,male
7.254029750823975,-2.916867256164551,3.799312114715576,0,36,0,9,male
7.210216999053955,-3.0806548595428467,3.3982837200164795,0,37,0,9,male
6.452239513397217,-3.120715618133545,3.42525053024292,0,38,0,9,male
6.366739273071289,-3.0120456218719482,3.661336660385132,0,39,0,9,male
6.879123687744141,-3.3331100940704346,3.58512282371521,0,40,0,9,male
7.015707015991211,-3.520183563232422,3.2843801975250244,0,41,0,9,male
6.8167724609375,-3.470019817352295,3.422792434692383,0,42,0,9,male
6.572028636932373,-3.3627054691314697,3.4759976863861084,0,43,0,9,male
6.545369625091553,-3.3853650093078613,3.387031078338623,0,44,0,9,male
6.593913555145264,-4.203681945800781,2.3483388423919678,0,45,0,9,male
6.834887981414795,-4.361581802368164,2.117546558380127,0,46,0,9,male
6.544997215270996,-3.9672927856445312,2.561612844467163,0,47,0,9,male
6.321882247924805,-3.4636831283569336,3.214921712875366,0,48,0,9,male
6.063600063323975,-4.102565288543701,2.612990617752075,0,49,0,9,male
6.370639324188232,-4.146312713623047,2.483922243118286,0,50,0,9,male
6.794985771179199,-4.466657638549805,1.9235820770263672,0,51,0,9,male
5.729211330413818,-4.580084323883057,1.6901484727859497,0,52,0,9,male
5.725802898406982,-4.5199995040893555,1.888310432434082,0,53,0,9,male
6.107758522033691,-4.5076584815979,2.0336339473724365,0,54,0,9,male
6.67484188079834,-4.683102130889893,1.7497313022613525,0,55,0,9,male
6.541844844818115,-4.745178699493408,1.623868703842163,0,56,0,9,male
5.960781097412109,-4.579239368438721,1.7864583730697632,0,57,0,9,male
6.485105037689209,-4.266683101654053,2.319582939147949,0,58,0,9,male
6.756893634796143,-4.147408962249756,2.521394968032837,0,59,0,9,male
6.807733058929443,-4.780317306518555,1.5105619430541992,0,60,0,9,male
6.030020236968994,-4.5806708335876465,1.8184982538223267,0,61,0,9,male
6.309813499450684,-4.0492143630981445,2.729882001876831,0,62,0,9,male
6.456584453582764,-4.03817081451416,2.927638053894043,0,63,0,9,male
6.795146942138672,-4.057730197906494,2.862414836883545,0,64,0,9,male
6.42625617980957,-4.137795448303223,2.670682191848755,0,65,0,9,male
6.248156547546387,-4.048872470855713,2.7098710536956787,0,66,0,9,male
6.688924789428711,-3.8903183937072754,2.899198293685913,0,67,0,9,male
6.692903995513916,-3.9291796684265137,3.0310373306274414,0,68,0,9,male
6.4795451164245605,-3.9610040187835693,3.2496490478515625,0,69,0,9,male
6.900254726409912,-3.3173866271972656,3.7050726413726807,0,70,0,9,male
7.163820266723633,-3.339589834213257,3.708913803100586,0,71,0,9,male
7.526213645935059,-3.3556172847747803,3.5531816482543945,0,72,0,9,male
7.646529197692871,-3.3463428020477295,3.9014861583709717,0,73,0,9,male
7.516164779663086,-3.0618062019348145,4.246805191040039,0,74,0,9,male
8.000444412231445,-2.6995644569396973,4.255016803741455,0,75,0,9,male
8.32928466796875,-2.7005817890167236,4.164378643035889,0,76,0,9,male
8.44461441040039,-2.7652342319488525,4.262818336486816,0,77,0,9,male
8.19208812713623,-2.5492453575134277,4.593835353851318,0,78,0,9,male
8.536887168884277,-2.1463167667388916,4.5450520515441895,0,79,0,9,male
9.086857795715332,-1.9652328491210938,4.276488780975342,0,80,0,9,male
9.101532936096191,-2.0398049354553223,4.336224555969238,0,81,0,9,male
8.876901626586914,-2.073380708694458,4.5777177810668945,0,82,0,9,male
8.875627517700195,-1.7004311084747314,4.394264221191406,0,83,0,9,male
9.306479454040527,-1.5222880840301514,4.166965484619141,0,84,0,9,male
9.448284149169922,-1.4832905530929565,3.9345898628234863,0,85,0,9,male
9.432989120483398,-1.3218215703964233,4.048837661743164,0,86,0,9,male
9.27243423461914,-1.2263503074645996,4.049772262573242,0,87,0,9,male
9.246407508850098,-1.2236579656600952,3.956270456314087,0,88,0,9,male
9.427498817443848,-1.2674367427825928,3.875051259994507,0,89,0,9,male
9.367693901062012,-1.0475658178329468,4.061262130737305,0,90,0,9,male
9.349954605102539,-0.9109232425689697,3.8802294731140137,0,91,0,9,male
9.335723876953125,-1.0537151098251343,3.7344157695770264,0,92,0,9,male
9.47912311553955,-1.343846321105957,3.8815574645996094,0,93,0,9,male
9.278053283691406,-1.4121713638305664,4.118659496307373,0,94,0,9,male
9.218144416809082,-1.3367687463760376,3.8259990215301514,0,95,0,9,male
9.192883491516113,-1.2237147092819214,3.817227363586426,0,96,0,9,male
9.163711547851562,-1.4339258670806885,3.8825268745422363,0,97,0,9,male
9.120099067687988,-1.692074179649353,4.0854363441467285,0,98,0,9,male
9.102571487426758,-1.5545662641525269,3.96079421043396,0,99,0,9,male
9.21032428741455,-1.5602803230285645,3.729584217071533,0,100,0,9,male
9.146343231201172,-1.6378003358840942,3.990687847137451,0,101,0,9,male
9.10814094543457,-1.6150190830230713,4.1151509284973145,0,102,0,9,male
9.159073829650879,-1.5001239776611328,3.768864393234253,0,103,0,9,male
9.162599563598633,-1.4757542610168457,3.7499170303344727,0,104,0,9,male
8.864872932434082,-1.7827459573745728,3.9891369342803955,0,105,0,9,male
8.811979293823242,-1.744446873664856,3.960892915725708,0,106,0,9,male
8.890911102294922,-1.740525245666504,3.824009895324707,0,107,0,9,male
8.83854866027832,-1.79900324344635,3.919499397277832,0,108,0,9,male
8.84841537475586,-1.7291303873062134,4.318406581878662,0,109,0,9,male
8.883502006530762,-1.514623761177063,4.043399333953857,0,110,0,9,male
8.842035293579102,-1.4816687107086182,3.8617541790008545,0,111,0,9,male
8.978565216064453,-1.6455292701721191,3.931831121444702,0,112,0,9,male
9.012202262878418,-1.6173346042633057,4.134608745574951,0,113,0,9,male
8.877084732055664,-1.412880301475525,3.848421812057495,0,114,0,9,male
8.994815826416016,-1.6553267240524292,3.5330305099487305,0,115,0,9,male
8.830391883850098,-2.152517318725586,3.9150376319885254,0,116,0,9,male
8.754451751708984,-2.335188865661621,4.158819675445557,0,117,0,9,male
8.77358627319336,-2.14957594871521,3.9195632934570312,0,118,0,9,male
8.952597618103027,-2.2656373977661133,3.695034980773926,0,119,0,9,male
8.899889945983887,-2.0469324588775635,3.921527624130249,0,120,0,9,male
8.936018943786621,-1.8177943229675293,3.9992527961730957,0,121,0,9,male
8.877336502075195,-1.676969051361084,3.7789671421051025,0,122,0,9,male
8.964932441711426,-1.7032091617584229,3.862880229949951,0,123,0,9,male
8.94924545288086,-1.8285359144210815,4.133764266967773,0,124,0,9,male
8.690741539001465,-2.015982151031494,4.062961101531982,0,125,0,9,male
8.609472274780273,-1.942162036895752,3.786799192428589,0,126,0,9,male
8.543167114257812,-2.0668859481811523,3.863612413406372,0,127,0,9,male
8.61756420135498,-2.162424325942993,4.14814567565918,0,128,0,9,male
8.715097427368164,-1.8146276473999023,4.090884685516357,0,129,0,9,male
8.578646659851074,-1.8822373151779175,3.684788465499878,0,130,0,9,male
8.713516235351562,-2.2920186519622803,3.672513484954834,0,131,0,9,male
8.519862174987793,-2.307295799255371,3.8804214000701904,0,132,0,9,male
8.685851097106934,-1.8260688781738281,3.7249457836151123,0,133,0,9,male
8.731446266174316,-1.7520625591278076,3.543449640274048,0,134,0,9,male
8.68893814086914,-2.3227124214172363,3.622741460800171,0,135,0,9,male
8.581992149353027,-2.437185049057007,3.7896785736083984,0,136,0,9,male
8.312705039978027,-2.285773992538452,3.540766954421997,0,137,0,9,male
8.496591567993164,-2.3137123584747314,3.2596731185913086,0,138,0,9,male
8.551178932189941,-2.312011480331421,3.5235321521759033,0,139,0,9,male
8.37269401550293,-2.2994742393493652,3.5305161476135254,0,140,0,9,male
8.26124095916748,-2.122426748275757,3.431208848953247,0,141,0,9,male
8.24648380279541,-2.3993823528289795,3.297926187515259,0,142,0,9,male
8.171609878540039,-2.6998937129974365,3.1991450786590576,0,143,0,9,male
8.266186714172363,-2.4031760692596436,2.9916536808013916,0,144,0,9,male
8.417801856994629,-2.2518224716186523,3.115875482559204,0,145,0,9,male
8.471575736999512,-2.0401031970977783,3.349801540374756,0,146,0,9,male
8.405167579650879,-2.3636908531188965,3.1847896575927734,0,147,0,9,male
8.338166236877441,-2.2051637172698975,3.155994176864624,0,148,0,9,male
8.548051834106445,-2.185351610183716,3.282992124557495,0,149,0,9,male
8.627618789672852,-2.2685177326202393,3.4774487018585205,0,150,0,9,male
8.381904602050781,-2.5989444255828857,3.695692777633667,0,151,0,9,male
8.367131233215332,-2.259894847869873,3.5873453617095947,0,152,0,9,male
8.583745956420898,-2.2329342365264893,3.4851245880126953,0,153,0,9,male
8.53451919555664,-2.521315574645996,3.42816424369812,0,154,0,9,male
8.328615188598633,-2.751882791519165,3.398536443710327,0,155,0,9,male
8.2399263381958,-2.68774676322937,3.147615671157837,0,156,0,9,male
8.442821502685547,-2.8055129051208496,2.9814839363098145,0,157,0,9,male
8.418645858764648,-2.8406999111175537,3.4597008228302,0,158,0,9,male
8.258021354675293,-2.810805320739746,3.7921581268310547,0,159,0,9,male
8.305647850036621,-2.7769923210144043,3.390209913253784,0,160,0,9,male
8.397417068481445,-2.9436912536621094,3.1055080890655518,0,161,0,9,male
8.158352851867676,-2.9556336402893066,3.401137113571167,0,162,0,9,male
8.103219985961914,-2.643336296081543,3.484278440475464,0,163,0,9,male
8.224164962768555,-2.5030105113983154,3.315984010696411,0,164,0,9,male
8.366194725036621,-2.850846290588379,3.201101779937744,0,165,0,9,male
8.285881042480469,-2.911485195159912,3.455315351486206,0,166,0,9,male
8.14898681640625,-2.59721302986145,3.2968809604644775,0,167,0,9,male
8.580171585083008,-2.3906824588775635,2.935283660888672,0,168,0,9,male
8.890167236328125,-2.887415647506714,2.3518073558807373,0,169,0,9,male
9.186294555664062,-3.081524610519409,1.9127004146575928,0,170,0,9,male
8.213966369628906,-2.7611513137817383,2.8112986087799072,0,171,0,9,male
8.26734733581543,-2.77949595451355,2.9024150371551514,0,172,0,9,male
8.22800350189209,-2.907870054244995,2.9423325061798096,0,173,0,9,male
8.072437286376953,-2.717676877975464,3.207512617111206,0,174,0,9,male
8.213841438293457,-2.512096643447876,2.994450569152832,0,175,0,9,male
8.247714042663574,-2.428042411804199,3.0219192504882812,0,176,0,9,male
8.236528396606445,-2.7029001712799072,2.8599960803985596,0,177,0,9,male
8.352447509765625,-2.7813966274261475,2.792926788330078,0,178,0,9,male
8.285475730895996,-2.5175187587738037,2.8578460216522217,0,179,0,9,male
8.369658470153809,-2.6004250049591064,2.5403850078582764,0,180,0,9,male
8.20950698852539,-2.7591686248779297,2.3807060718536377,0,181,0,9,male
8.112774848937988,-2.6901304721832275,2.473358392715454,0,182,0,9,male
7.787128925323486,-2.897675037384033,2.789900064468384,0,183,0,9,male
7.672954559326172,-2.7637178897857666,2.997117757797241,0,184,0,9,male
7.731384754180908,-2.7827234268188477,2.998351812362671,0,185,0,9,male
7.9564900398254395,-2.8234288692474365,2.845512628555298,0,186,0,9,male
8.10770320892334,-2.6651833057403564,2.7923614978790283,0,187,0,9,male
7.804258346557617,-2.4319701194763184,3.008728504180908,0,188,0,9,male
7.88191032409668,-2.842217206954956,3.359992265701294,0,189,0,9,male
7.854626178741455,-2.887777328491211,3.145472288131714,0,190,0,9,male
7.993709564208984,-2.5283145904541016,3.052272081375122,0,191,0,9,male
7.996016979217529,-2.58747935295105,3.2954447269439697,0,192,0,9,male
8.0194091796875,-2.6928279399871826,3.6392815113067627,0,193,0,9,male
7.79139518737793,-3.083218812942505,3.156782388687134,0,194,0,9,male
7.917490482330322,-2.7622435092926025,3.3434934616088867,0,195,0,9,male
7.764797687530518,-3.129331588745117,3.8919315338134766,0,196,0,9,male
7.57619571685791,-3.3077266216278076,3.5182600021362305,0,197,0,9,male
7.637214660644531,-3.394322156906128,2.7542169094085693,0,198,0,9,male
7.576023101806641,-3.4673821926116943,3.06709885597229,0,199,0,9,male
7.651508331298828,-3.256354331970215,3.6099250316619873,0,200,0,9,male
7.803943157196045,-2.854212999343872,3.317124843597412,0,201,0,9,male
7.863003730773926,-2.9217007160186768,3.0293965339660645,0,202,0,9,male
7.70467472076416,-2.6683220863342285,3.054576873779297,0,203,0,9,male
7.624363899230957,-2.712114095687866,3.474977970123291,0,204,0,9,male
7.965834617614746,-2.6356608867645264,3.578800916671753,0,205,0,9,male
8.02522087097168,-2.515446424484253,3.3409595489501953,0,206,0,9,male
7.862417221069336,-2.511263847351074,3.217745542526245,0,207,0,9,male
7.979309558868408,-2.6497201919555664,3.543245553970337,0,208,0,9,male
8.059700012207031,-2.8041417598724365,2.8161275386810303,0,209,0,9,male
7.936383247375488,-2.855762004852295,2.771923780441284,0,210,0,9,male
7.846761703491211,-2.9707143306732178,2.8931450843811035,0,211,0,9,male
7.808062553405762,-3.012145757675171,3.2324957847595215,0,212,0,9,male
7.911790370941162,-3.038675546646118,3.196291923522949,0,213,0,9,male
7.969478607177734,-2.9629173278808594,2.765096664428711,0,214,0,9,male
7.850799083709717,-3.0810554027557373,3.0134644508361816,0,215,0,9,male
7.600310802459717,-3.122265577316284,3.266289472579956,0,216,0,9,male
7.666231632232666,-3.2057137489318848,3.0118815898895264,0,217,0,9,male
7.846562385559082,-3.139289140701294,2.8891828060150146,0,218,0,9,male
7.762177467346191,-2.876307487487793,3.243055820465088,0,219,0,9,male
7.778225421905518,-2.799980401992798,3.242908239364624,0,220,0,9,male
7.875235557556152,-2.7113394737243652,3.089256525039673,0,221,0,9,male
7.719461917877197,-2.520137071609497,2.8442559242248535,0,222,0,9,male
7.756467342376709,-2.6059248447418213,2.8464291095733643,0,223,0,9,male
7.830831527709961,-2.9265248775482178,2.705618143081665,0,224,0,9,male
7.854916572570801,-2.8451039791107178,2.7027809619903564,0,225,0,9,male
7.8111042976379395,-2.512420415878296,2.9245245456695557,0,226,0,9,male
7.659838676452637,-2.749861001968384,3.0531182289123535,0,227,0,9,male
7.762307643890381,-3.1090545654296875,3.0073204040527344,0,228,0,9,male
7.790796756744385,-2.9446475505828857,2.9697885513305664,0,229,0,9,male
7.908743858337402,-2.7743451595306396,2.9789180755615234,0,230,0,9,male
7.800307273864746,-2.781357526779175,3.399475574493408,0,231,0,9,male
7.946856498718262,-2.548030138015747,3.4805824756622314,0,232,0,9,male
7.90150785446167,-2.395254611968994,3.2316720485687256,0,233,0,9,male
7.857492923736572,-2.7237331867218018,3.165351152420044,0,234,0,9,male
7.918155193328857,-2.8406620025634766,3.3196523189544678,0,235,0,9,male
7.98766565322876,-2.785897731781006,3.0675039291381836,0,236,0,9,male
8.083061218261719,-2.6890201568603516,2.9874563217163086,0,237,0,9,male
8.105428695678711,-3.036827325820923,3.42140531539917,0,238,0,9,male
8.165891647338867,-3.0062448978424072,3.9323570728302,0,239,0,9,male
7.9085516929626465,-2.8839056491851807,3.29878568649292,0,240,0,9,male
7.809651851654053,-2.9258487224578857,2.971585512161255,0,241,0,9,male
7.795146942138672,-3.09161114692688,2.9318861961364746,0,242,0,9,male
7.535496234893799,-3.3079051971435547,2.9779794216156006,0,243,0,9,male
7.743224143981934,-3.054729461669922,2.9323418140411377,0,244,0,9,male
7.945954322814941,-3.2992868423461914,2.99419903755188,0,245,0,9,male
7.891104221343994,-3.080761671066284,3.504234790802002,0,246,0,9,male
7.945195198059082,-2.8129162788391113,3.5009350776672363,0,247,0,9,male
7.9006781578063965,-2.474677085876465,3.0687711238861084,0,248,0,9,male
8.160065650939941,-3.004857301712036,2.545954704284668,0,249,0,9,male
7.942155838012695,-3.3050119876861572,2.425950527191162,0,250,0,9,male
7.626657009124756,-3.2852582931518555,2.641172409057617,0,251,0,9,male
7.680025100708008,-2.930206060409546,2.8393802642822266,0,252,0,9,male
7.845239639282227,-2.6645469665527344,2.970651626586914,0,253,0,9,male
7.893069744110107,-3.0806727409362793,3.0301694869995117,0,254,0,9,male
7.944742679595947,-3.1339073181152344,2.866863965988159,0,255,0,9,male
7.9770283699035645,-3.0948665142059326,2.6868879795074463,0,256,0,9,male
7.911911487579346,-3.0541493892669678,2.9826772212982178,0,257,0,9,male
